EventN,TriggerN,TimestampBegin,TimestampEnd
908,908,5669100775,5669100800
909,909,5675350775,5675350800
910,910,5681600775,5681600800
911,911,5687850775,5687850800
912,912,5694100775,5694100800
913,913,5700350775,5700350800
914,914,5706600775,5706600800
915,915,5712850775,5712850800
916,916,5719100775,5719100800
917,917,5725350775,5725350800
918,918,5731600775,5731600800
919,919,5737850775,5737850800
920,920,5744100775,5744100800
921,921,5750350775,5750350800
922,922,5756600775,5756600800
923,923,5762850775,5762850800
924,924,5769100775,5769100800
925,925,5775350775,5775350800
926,926,5781600775,5781600800
927,927,5787850775,5787850800
928,928,5794100775,5794100800
929,929,5800350775,5800350800
930,930,5806600775,5806600800
931,931,5812850775,5812850800
932,932,5819100775,5819100800
933,933,5825350775,5825350800
934,934,5831600775,5831600800
935,935,5837850775,5837850800
936,936,5844100775,5844100800
937,937,5850350775,5850350800
938,938,5856600775,5856600800
939,939,5862850775,5862850800
940,940,5869100775,5869100800
941,941,5875350775,5875350800
942,942,5881600775,5881600800
943,943,5887850775,5887850800
944,944,5894100775,5894100800
945,945,5900350775,5900350800
946,946,5906600775,5906600800
947,947,5912850775,5912850800
948,948,5919100775,5919100800
949,949,5925350775,5925350800
950,950,5931600775,5931600800
951,951,5937850775,5937850800
952,952,5944100775,5944100800
953,953,5950350775,5950350800
954,954,5956600775,5956600800
955,955,5962850775,5962850800
956,956,5969100775,5969100800
957,957,5975350775,5975350800
958,958,5981600775,5981600800
959,959,5987850775,5987850800
960,960,5994100775,5994100800
961,961,6000350775,6000350800
962,962,6006600775,6006600800
963,963,6012850775,6012850800
964,964,6019100775,6019100800
965,965,6025350775,6025350800
966,966,6031600775,6031600800
967,967,6037850775,6037850800
968,968,6044100775,6044100800
969,969,6050350775,6050350800
970,970,6056600775,6056600800
971,971,6062850775,6062850800
972,972,6069100775,6069100800
973,973,6075350775,6075350800
974,974,6081600775,6081600800
975,975,6087850775,6087850800
976,976,6094100775,6094100800
977,977,6100350775,6100350800
978,978,6106600775,6106600800
979,979,6112850775,6112850800
980,980,6119100775,6119100800
981,981,6125350775,6125350800
982,982,6131600775,6131600800
983,983,6137850775,6137850800
984,984,6144100775,6144100800
985,985,6150350775,6150350800
986,986,6156600775,6156600800
987,987,6162850775,6162850800
988,988,6169100775,6169100800
989,989,6175350775,6175350800
990,990,6181600775,6181600800
991,991,6187850775,6187850800
992,992,6194100775,6194100800
993,993,6200350775,6200350800
994,994,6206600775,6206600800
995,995,6212850775,6212850800
996,996,6219100775,6219100800
997,997,6225350775,6225350800
998,998,6231600775,6231600800
999,999,6237850775,6237850800
1000,1000,6244100775,6244100800
1001,1001,6250350775,6250350800
1002,1002,6256600775,6256600800
1003,1003,6262850775,6262850800
1004,1004,6269100775,6269100800
1005,1005,6275350775,6275350800
1006,1006,6281600775,6281600800
1007,1007,6287850775,6287850800
1008,1008,6294100775,6294100800
1009,1009,6300350775,6300350800
1010,1010,6306600775,6306600800
1011,1011,6312850775,6312850800
